,course_number,department,name,Days,Hour,Instructor,Room,Status,Unique
800,408D,M,"SEQ, SERIES, AND MULTIVAR CALC",MWF|TTH,1:00 p.m.-2:00 p.m.|5:00 p.m.-6:00 p.m.,,CPE 2.208|CPE 2.216,waitlisted,53540
801,408D,M,"SEQ, SERIES, AND MULTIVAR CALC",TTH|MW,2:00 p.m.-3:30 p.m.|10:00 a.m.-11:00 a.m.,,RLM 4.102|ETC 2.136,waitlisted,53545
802,408D,M,"SEQ, SERIES, AND MULTIVAR CALC",TTH|MW,2:00 p.m.-3:30 p.m.|11:00 a.m.-12:00 p.m.,,RLM 4.102|BUR 208,waitlisted,53550
803,408D,M,"SEQ, SERIES, AND MULTIVAR CALC",TTH|MW,3:30 p.m.-5:00 p.m.|4:00 p.m.-5:00 p.m.,,PHR 2.108|RLM 5.104,waitlisted,53555
804,,,,,,,,,
805,408D,M,"SEQ, SERIES, AND MULTIVAR CALC",TTH|MW,3:30 p.m.-5:00 p.m.|5:00 p.m.-6:00 p.m.,,PHR 2.108|RLM 6.104,waitlisted,53560
806,408K,M,DIFFERENTIAL CALCULUS,TTH|MW,9:30 a.m.-11:00 a.m.|11:00 a.m.-12:00 p.m.,,BEL 328|BUR 220,waitlisted,53565
807,408K,M,DIFFERENTIAL CALCULUS,TTH|MW,9:30 a.m.-11:00 a.m.|1:00 p.m.-2:00 p.m.,,BEL 328|RLM 5.104,waitlisted,53570
808,408K,M,DIFFERENTIAL CALCULUS,MWF|TTH,11:00 a.m.-12:00 p.m.|8:00 a.m.-9:00 a.m.,,WRW 102|GDC 5.302,closed,53575
809,408K,M,DIFFERENTIAL CALCULUS,MWF|TTH,11:00 a.m.-12:00 p.m.|11:00 a.m.-12:00 p.m.,,WRW 102|PAR 203,closed,53580
810,408K,M,DIFFERENTIAL CALCULUS,MWF|TTH,2:00 p.m.-3:00 p.m.|3:00 p.m.-4:00 p.m.,,RLM 5.116|RLM 7.114,closed,53585
811,408K,M,DIFFERENTIAL CALCULUS,MWF|TTH,3:00 p.m.-4:00 p.m.|3:30 p.m.-4:30 p.m.,,RLM 5.116|RLM 7.116,closed,53590
812,408L,M,INTEGRAL CALCULUS,MWF|TTH,8:00 a.m.-9:00 a.m.|2:00 p.m.-3:00 p.m.,,RLM 4.102|RLM 6.104,open,53595
813,408L,M,INTEGRAL CALCULUS,MWF|TTH,8:00 a.m.-9:00 a.m.|5:00 p.m.-6:00 p.m.,,RLM 4.102|CPE 2.220,open,53600
814,408L,M,INTEGRAL CALCULUS,MWF|TTH,9:00 a.m.-10:00 a.m.|11:00 a.m.-12:00 p.m.,,PHR 2.110|ART 1.120,open,53605
815,408L,M,INTEGRAL CALCULUS,MWF|TTH,9:00 a.m.-10:00 a.m.|12:30 p.m.-1:30 p.m.,,PHR 2.110|BUR 134,open,53610
816,408L,M,INTEGRAL CALCULUS,MWF|TTH,1:00 p.m.-2:00 p.m.|9:00 a.m.-10:00 a.m.,,CPE 2.214|PAR 301,open,53615
817,408L,M,INTEGRAL CALCULUS,MWF|TTH,1:00 p.m.-2:00 p.m.|2:00 p.m.-3:00 p.m.,,CPE 2.214|RLM 7.104,open,53620
818,408L,M,INTEGRAL CALCULUS,MWF|TTH,2:00 p.m.-3:00 p.m.|2:00 p.m.-3:00 p.m.,,CPE 2.208|ART 1.120,open,53625
819,408L,M,INTEGRAL CALCULUS,MWF|TTH,11:00 a.m.-12:00 p.m.|12:30 p.m.-1:30 p.m.,,CLA 0.126|PAR 201,closed,53630
820,408L,M,INTEGRAL CALCULUS,MWF|TTH,11:00 a.m.-12:00 p.m.|4:00 p.m.-5:00 p.m.,,CLA 0.126|CPE 2.210,open,53635
821,408L,M,INTEGRAL CALCULUS,MWF|TTH,2:00 p.m.-3:00 p.m.|3:30 p.m.-4:30 p.m.,,CPE 2.208|CPE 2.212,open,53640
822,408M,M,MULTIVARIABLE CALCULUS,MWF|TTH,10:00 a.m.-11:00 a.m.|3:30 p.m.-4:30 p.m.,,UTC 3.132|CPE 2.220,open,53645
823,408M,M,MULTIVARIABLE CALCULUS,MWF|TTH,10:00 a.m.-11:00 a.m.|4:00 p.m.-5:00 p.m.,,UTC 3.132|RLM 6.104,open,53650
824,408M,M,MULTIVARIABLE CALCULUS,MWF|TTH,12:00 p.m.-1:00 p.m.|2:00 p.m.-3:00 p.m.,,CLA 0.130|BUR 224,closed,53655
825,408M,M,MULTIVARIABLE CALCULUS,MWF|TTH,12:00 p.m.-1:00 p.m.|5:00 p.m.-6:00 p.m.,,CLA 0.130|CPE 2.210,open,53660
826,408N,M,DIFFEREN CALCULUS FOR SCIENCE,MWF|TTH,11:00 a.m.-12:00 p.m.|2:00 p.m.-3:00 p.m.,,CAL 100|BUR 112,waitlisted; restricted,53665
827,408N,M,DIFFEREN CALCULUS FOR SCIENCE,MWF|TTH,11:00 a.m.-12:00 p.m.|4:00 p.m.-5:00 p.m.,,CAL 100|RLM 7.104,waitlisted; restricted,53670
828,408N,M,DIFFEREN CALCULUS FOR SCIENCE,MWF|TTH,12:00 p.m.-1:00 p.m.|3:00 p.m.-4:00 p.m.,,PHR 2.110|RLM 7.104,closed,53675
829,408N,M,DIFFEREN CALCULUS FOR SCIENCE,MWF|TTH,12:00 p.m.-1:00 p.m.|5:00 p.m.-6:00 p.m.,,PHR 2.110|RLM 7.104,closed,53680
830,408N,M,DIFFEREN CALCULUS FOR SCIENCE,MWF|TTH,2:00 p.m.-3:00 p.m.|8:30 a.m.-9:30 a.m.,,CLA 0.130|GDC 1.304,closed,53685
831,408N,M,DIFFEREN CALCULUS FOR SCIENCE,MWF|TTH,2:00 p.m.-3:00 p.m.|5:00 p.m.-6:00 p.m.,,CLA 0.130|RLM 5.104,closed,53690
832,408R,M,DIFF & INTEG CALC FOR SCIENCES,MWF|TTH,10:00 a.m.-11:00 a.m.|2:00 p.m.-3:00 p.m.,"SADUN, L",CLA 0.130|BUR 116,open; restricted,53695
833,408R,M,DIFF & INTEG CALC FOR SCIENCES,MWF|TTH,10:00 a.m.-11:00 a.m.|3:30 p.m.-4:30 p.m.,"SADUN, L",CLA 0.130|CPE 2.204,open; restricted,53700
834,408S,M,INTEGRAL CALCULUS FOR SCIENCE,MWF|TTH,11:00 a.m.-12:00 p.m.|8:30 a.m.-9:30 a.m.,,PHR 2.110|RLM 6.104,open; restricted,53705
835,,,,,,,,,
836,408S,M,INTEGRAL CALCULUS FOR SCIENCE,MWF|TTH,11:00 a.m.-12:00 p.m.|5:00 p.m.-6:00 p.m.,,PHR 2.110|CPE 2.218,closed,53710
837,408S,M,INTEGRAL CALCULUS FOR SCIENCE,TTH|MW,11:00 a.m.-12:30 p.m.|12:00 p.m.-1:00 p.m.,,CPE 2.214|BUR 130,open; restricted,53715
838,408S,M,INTEGRAL CALCULUS FOR SCIENCE,TTH|MW,11:00 a.m.-12:30 p.m.|1:00 p.m.-2:00 p.m.,,CPE 2.214|RLM 6.104,open; restricted,53720
839,408S,M,INTEGRAL CALCULUS FOR SCIENCE,TTH|MW,12:30 p.m.-2:00 p.m.|1:00 p.m.-2:00 p.m.,,CPE 2.214|RLM 7.124,closed,53725
840,408S,M,INTEGRAL CALCULUS FOR SCIENCE,TTH|MW,12:30 p.m.-2:00 p.m.|2:00 p.m.-3:00 p.m.,,CPE 2.214|RLM 7.124,closed,53730
841,408S,M,INTEGRAL CALCULUS FOR SCIENCE,TTH|MW,12:30 p.m.-2:00 p.m.|3:00 p.m.-4:00 p.m.,,CPE 2.214|RLM 7.124,open; restricted,53735
842,408S,M,INTEGRAL CALCULUS FOR SCIENCE,TTH|MW,12:30 p.m.-2:00 p.m.|4:00 p.m.-5:00 p.m.,,CPE 2.214|RLM 7.124,open; restricted,53740
843,110C,M,CONFERENCE COURSE,,,,,open; restricted,53745
844,210C,M,CONFERENCE COURSE,,,,,open; restricted,53750
845,310C,M,CONFERENCE COURSE,,,,,open; restricted,53755
846,410C,M,CONFERENCE COURSE,,,,,open; restricted,53760
847,310P,M,MODERN MATHEMATICS: PLAN II,MWF,11:00 a.m.-12:00 p.m.,"STARBIRD, M",WRW 113,waitlisted,53765
848,315C,M,"FNDTNS, FUNCTS, REGRESN MODELS",TTH,9:30 a.m.-11:00 a.m.,"FITZPATRICK, D",PAI 4.08,open,53770
849,316K,M,FOUNDATIONS OF ARITHMETIC,MWF,10:00 a.m.-11:00 a.m.,,RLM 5.104,open; restricted,53775
850,316K,M,FOUNDATIONS OF ARITHMETIC,MWF,12:00 p.m.-1:00 p.m.,,CPE 2.220,open; restricted,53780
851,316L,M,"FOUNDATNS OF GEOM, STAT, PROB",MWF,11:00 a.m.-12:00 p.m.,,RLM 6.104,waitlisted; restricted,53785
852,316L,M,"FOUNDATNS OF GEOM, STAT, PROB",MWF,12:00 p.m.-1:00 p.m.,,RLM 6.104,open; restricted,53790
853,316L,M,"FOUNDATNS OF GEOM, STAT, PROB",MWF,2:00 p.m.-3:00 p.m.,,ECJ 1.204,waitlisted; restricted,53795
854,,,,,,,,,
855,325K,M,DISCRETE MATHEMATICS,MWF,9:00 a.m.-10:00 a.m.,,RLM 5.118,waitlisted,53800
856,325K,M,DISCRETE MATHEMATICS,TTH,9:30 a.m.-11:00 a.m.,"NEEMAN, J",CPE 2.220,waitlisted; restricted,53805
857,325K,M,DISCRETE MATHEMATICS,TTH,9:30 a.m.-11:00 a.m.,,PHR 2.114,waitlisted,53810
858,325K,M,DISCRETE MATHEMATICS,MWF,11:00 a.m.-12:00 p.m.,,RLM 5.120,open,53815
859,325K,M,DISCRETE MATHEMATICS,MWF,11:00 a.m.-12:00 p.m.,,RLM 5.124,waitlisted,53820
860,325K,M,DISCRETE MATHEMATICS,TTH,11:00 a.m.-12:30 p.m.,"DANIELS, M",RLM 5.122,waitlisted,53825
861,325K,M,DISCRETE MATHEMATICS,MWF,1:00 p.m.-2:00 p.m.,,JGB 2.202,waitlisted,53830
862,325K,M,DISCRETE MATHEMATICS,MWF,2:00 p.m.-3:00 p.m.,,RLM 5.118,open,53835
863,325K,M,DISCRETE MATHEMATICS,TTH,2:00 p.m.-3:30 p.m.,,RLM 5.118,waitlisted,53840
864,325K,M,DISCRETE MATHEMATICS,MWF,12:00 p.m.-1:00 p.m.,,RLM 5.124,waitlisted,53845
865,325K,M,DISCRETE MATHEMATICS-HONORS,MWF,9:00 a.m.-10:00 a.m.,"STARBIRD, M",RLM 7.112,open; restricted,53850
866,427J,M,DIFF EQN W LINEAR ALG-ENGR HON,TTH|MW,11:00 a.m.-12:30 p.m.|11:00 a.m.-12:00 p.m.,"HEITMANN, R",CPE 2.210|ECJ 1.204,waitlisted,53855
867,427J,M,DIFF EQNS W LINEAR ALGEBRA-HON,TTH|MW,9:30 a.m.-11:00 a.m.|4:00 p.m.-5:00 p.m.,"ISETT, P",CPE 2.210|CPE 2.206,open; restricted,53860
868,427J,M,DIFF EQNS WITH LINEAR ALGEBRA,TTH|MW,8:00 a.m.-9:30 a.m.|4:00 p.m.-5:00 p.m.,,RLM 4.102|CLA 0.130,waitlisted,53865
869,427J,M,DIFF EQNS WITH LINEAR ALGEBRA,MWF|TTH,10:00 a.m.-11:00 a.m.|5:00 p.m.-6:00 p.m.,,CPE 2.208|RLM 4.102,waitlisted,53870
870,427J,M,DIFF EQNS WITH LINEAR ALGEBRA,MWF|TTH,11:00 a.m.-12:00 p.m.|8:00 a.m.-9:00 a.m.,,RLM 4.102|ECJ 1.202,waitlisted,53875
871,427J,M,DIFF EQNS WITH LINEAR ALGEBRA,TTH|MW,11:00 a.m.-12:30 p.m.|3:00 p.m.-4:00 p.m.,,WRW 102|WRW 102,closed,53880
872,427J,M,DIFF EQNS WITH LINEAR ALGEBRA,MWF|TTH,12:00 p.m.-1:00 p.m.|3:30 p.m.-4:30 p.m.,,RLM 4.102|CPE 2.208,waitlisted,53885
873,427J,M,DIFF EQNS WITH LINEAR ALGEBRA,TTH|MW,12:30 p.m.-2:00 p.m.|4:00 p.m.-5:00 p.m.,,WRW 102|WRW 102,waitlisted,53890
874,427J,M,DIFF EQNS WITH LINEAR ALGEBRA,TTH|MW,2:00 p.m.-3:30 p.m.|3:00 p.m.-4:00 p.m.,,PHR 2.108|PHR 2.108,waitlisted,53895
875,427J,M,DIFF EQNS WITH LINEAR ALGEBRA,MWF|TTH,4:00 p.m.-5:00 p.m.|8:00 a.m.-9:00 a.m.,,CPE 2.208|CPE 2.208,closed,53897
876,427L,M,ADV CALCULUS FOR APPLICATNS II,MWF|TTH,10:00 a.m.-11:00 a.m.|4:00 p.m.-5:00 p.m.,,RLM 4.102|CLA 0.126,waitlisted,53900
877,427L,M,ADV CALCULUS FOR APPLICATNS II,TTH|MW,12:30 p.m.-2:00 p.m.|9:00 a.m.-10:00 a.m.,,RLM 4.102|CPE 2.214,waitlisted,53905
878,427L,M,ADV CALCULUS FOR APPLICATNS II,TTH|MW,2:00 p.m.-3:30 p.m.|8:00 a.m.-9:00 a.m.,,CPE 2.208|CPE 2.214,waitlisted,53910
879,427L,M,ADV CALCULUS FOR APPLICATNS II,TTH|MW,3:30 p.m.-5:00 p.m.|3:00 p.m.-4:00 p.m.,,PHR 2.110|CLA 0.130,waitlisted,53915
880,427L,M,ADV CALCULUS FOR APPLICATNS II,TTH|MW,12:30 p.m.-2:00 p.m.|2:00 p.m.-3:00 p.m.,,PHR 2.110|CPE 2.214,waitlisted,53917
881,328K,M,INTRODUCTION TO NUMBER THEORY,MWF,12:00 p.m.-1:00 p.m.,"ALLCOCK, D",RLM 5.122,waitlisted,53920
882,328K,M,INTRODUCTION TO NUMBER THEORY,TTH,12:30 p.m.-2:00 p.m.,"MINER, Z",RLM 5.122,waitlisted,53925
883,328K,M,INTRODUCTION TO NUMBER THEORY,MWF,1:00 p.m.-2:00 p.m.,,RLM 5.118,waitlisted,53930
884,328K,M,INTRODUCTION TO NUMBER THEORY,MWF,2:00 p.m.-3:00 p.m.,,RLM 5.120,open,53935
885,,,,,,,,,
886,328K,M,INTRODUCTION TO NUMBER THEORY,TTH,9:30 a.m.-11:00 a.m.,"MINER, Z",GDC 4.304,waitlisted,53940
887,328K,M,INTRODUCTION TO NUMBER THEORY,TTH,11:00 a.m.-12:30 p.m.,,RLM 7.112,waitlisted,53945
888,329F,M,THEORY OF INTEREST,MWF,2:00 p.m.-3:00 p.m.,"NIBERT, J",CPE 2.206,waitlisted,53950
889,329F,M,THEORY OF INTEREST,MWF,10:00 a.m.-11:00 a.m.,"AUSTIN, J",CPE 2.212,waitlisted,53955
890,333L,M,STRUCTURE OF MODERN GEOMETRY,MWF,10:00 a.m.-11:00 a.m.,,RLM 7.124,open,53960
891,333L,M,STRUCTURE OF MODERN GEOMETRY,MWF,1:00 p.m.-2:00 p.m.,,RLM 5.124,open,53965
892,339D,M,INTRO FIN MATH FOR ACTUARIES,MWF,12:00 p.m.-1:00 p.m.,"CUDINA, M",RLM 5.118,open,53970
893,339D,M,INTRO FIN MATH FOR ACTUARIES,MWF,1:00 p.m.-2:00 p.m.,"CUDINA, M",RLM 5.114,open,53975
894,339J,M,PROBABIL MOD WITH ACTUARL APPL,MWF,12:00 p.m.-1:00 p.m.,"WALCH, A",RLM 5.116,open,53980
895,339J,M,PROBABIL MOD WITH ACTUARL APPL,MWF,1:00 p.m.-2:00 p.m.,"WALCH, A",RLM 5.116,open,53985
896,339U,M,ACTUARL CONTINGENT PAYMENTS I,TTH,11:00 a.m.-12:30 p.m.,"HARPER, S",RLM 5.120,open,53990
897,339V,M,ACTUARL CONTINGENT PAYMENTS II,TTH,2:00 p.m.-3:30 p.m.,"HARPER, S",RLM 5.104,open,53995
898,339W,M,FINCL MATH FOR ACTUARL APPLICS,MWF,9:00 a.m.-10:00 a.m.,"CUDINA, M",RLM 5.116,open,54000
899,340L,M,MATRICES AND MATRIX CALCULATNS,MWF,11:00 a.m.-12:00 p.m.,,CPE 2.208,closed,54005
900,340L,M,MATRICES AND MATRIX CALCULATNS,TTH,11:00 a.m.-12:30 p.m.,"GILBERT, J",EER 1.516,open; restricted,54010
901,340L,M,MATRICES AND MATRIX CALCULATNS,MWF,12:00 p.m.-1:00 p.m.,,CPE 2.208,closed,54015
902,340L,M,MATRICES AND MATRIX CALCULATNS,TTH,12:30 p.m.-2:00 p.m.,, ,cancelled,54020
903,340L,M,MATRICES AND MATRIX CALCULATNS,MWF,1:00 p.m.-2:00 p.m.,,PHR 2.110,open,54025
904,340L,M,MATRICES AND MATRIX CALCULATNS,MWF,2:00 p.m.-3:00 p.m.,,RLM 4.102,closed,54030
905,340L,M,MATRICES AND MATRIX CALCULATNS,TTH,2:00 p.m.-3:30 p.m.,,CPE 2.214,open,54035
906,340L,M,MATRICES AND MATRIX CALCULATNS,TTH,3:30 p.m.-5:00 p.m.,"GILBERT, J",RLM 4.102,open; restricted,54040
907,340L,M,MATRICES/MATRIX CALCULATNS-C S,TTH,9:30 a.m.-11:00 a.m.,,RLM 4.102,open; restricted,54045
908,340L,M,MATRICES/MATRIX CALCULATNS-C S,TTH,11:00 a.m.-12:30 p.m.,,RLM 4.102,open; restricted,54050
909,341,M,LINEAR ALGEBRA AND MATRIX THRY,TTH,9:30 a.m.-11:00 a.m.,,RLM 5.122,open; restricted,54055
910,341,M,LINEAR ALGEBRA AND MATRIX THRY,MWF,11:00 a.m.-12:00 p.m.,"GOMPF, R",RLM 5.116,open; restricted,54060
911,341,M,LINEAR ALGEBRA AND MATRIX THRY,TTH,11:00 a.m.-12:30 p.m.,"VASSEUR, A", ,cancelled,54065
912,341,M,LINEAR ALGEBRA AND MATRIX THRY,MWF,12:00 p.m.-1:00 p.m.,,RLM 7.124,closed,54070
913,341,M,LINEAR ALGEBRA AND MATRIX THRY,TTH,12:30 p.m.-2:00 p.m.,,RLM 5.120,closed,54075
914,341,M,LINEAR ALGEBRA AND MATRIX THRY,TTH,2:00 p.m.-3:30 p.m.,"HEITMANN, R",RLM 7.124,open; restricted,54080
915,341,M,LINEAR ALGEBRA AND MATRIX THRY,MWF,11:00 a.m.-12:00 p.m.,,RLM 5.126,closed,54082
916,,,,,,,,,
917,341,M,LINEAR ALGEBRA/MATRIX THRY-HON,MWF,10:00 a.m.-11:00 a.m.,,RLM 5.120,open; restricted,54085
918,343K,M,INTRO TO ALGEBRAIC STRUCTURES,TTH,9:30 a.m.-11:00 a.m.,,RLM 7.112,waitlisted,54090
919,346,M,APPLIED LINEAR ALGEBRA,TTH,11:00 a.m.-12:30 p.m.,"RADIN, C",RLM 5.126,waitlisted,54095
920,348,M,SCI COMPUTATION IN NUM ANLY,TTH,12:30 p.m.-2:00 p.m.,"ARBOGAST, T",CPE 2.212,waitlisted,54100
921,349R,M,APPLD REGRESSION & TIME SERIES,MWF,11:00 a.m.-12:00 p.m.,"CEPPARO, G",RLM 7.124,open,54105
922,358K,M,APPLIED STATISTICS,MWF,9:00 a.m.-10:00 a.m.,"TRAN, N", ,cancelled,54110
923,358K,M,APPLIED STATISTICS,TTH,3:30 p.m.-5:00 p.m.,,UTC 3.134,waitlisted,54115
924,358K,M,APPLIED STATISTICS,TTH,9:30 a.m.-11:00 a.m.,,SZB 370,waitlisted,54117
925,361,M,THRY OF FUNC OF CMPLX VARIABLE,TTH,9:30 a.m.-11:00 a.m.,"RADIN, C",RLM 5.124,open,54120
926,361,M,THRY OF FUNC OF CMPLX VARIABLE,TTH,11:00 a.m.-12:30 p.m.,,RLM 7.124,waitlisted,54125
927,361K,M,INTRODUCTION TO REAL ANALYSIS,TTH,9:30 a.m.-11:00 a.m.,"VASSEUR, A",RLM 5.116,open,54130
928,361K,M,INTRODUCTION TO REAL ANALYSIS,TTH,2:00 p.m.-3:30 p.m.,"DANIELS, M",RLM 5.116,waitlisted,54135
929,361K,M,INTRODUCTION TO REAL ANALYSIS,MWF,11:00 a.m.-12:00 p.m.,, ,cancelled,54140
930,361K,M,INTRODUCTION TO REAL ANALYSIS,TTH,11:00 a.m.-12:30 p.m.,"VASSEUR, A",RLM 5.116,open,54142
931,362K,M,PROBABILITY I,MWF,10:00 a.m.-11:00 a.m.,,RLM 6.104,waitlisted,54145
932,362K,M,PROBABILITY I,MWF,11:00 a.m.-12:00 p.m.,,RLM 5.104,waitlisted,54150
933,362K,M,PROBABILITY I,TTH,11:00 a.m.-12:30 p.m.,, ,cancelled,54155
934,362K,M,PROBABILITY I,MWF,2:00 p.m.-3:00 p.m.,,CPE 2.220,waitlisted,54160
935,362K,M,PROBABILITY I,TTH,2:00 p.m.-3:30 p.m.,,SZB 370,waitlisted,54165
936,362K,M,PROBABILITY I,TTH,8:00 a.m.-9:30 a.m.,"MAXWELL, M",RLM 5.104,waitlisted,54170
937,362K,M,PROBABILITY I,MWF,9:00 a.m.-10:00 a.m.,,RLM 6.104,open,54172
938,365C,M,REAL ANALYSIS I,TTH,9:30 a.m.-11:00 a.m.,"REN, K",RLM 5.118,waitlisted,54175
939,365C,M,REAL ANALYSIS I,TTH,11:00 a.m.-12:30 p.m.,"REN, K",RLM 5.118,waitlisted,54180
940,365D,M,REAL ANALYSIS II,TTH,12:30 p.m.-2:00 p.m.,"BECKNER, W",RLM 5.126,open,54185
941,367K,M,TOPOLOGY I,TTH,11:00 a.m.-12:30 p.m.,"FREED, D",RLM 6.112,waitlisted,54190
942,368K,M,NUMERICAL METHS FOR APPLICATNS,TTH,11:00 a.m.-12:30 p.m.,"TSAI, Y",RLM 6.104,open,54195
943,371E,M,LEARN ASSIST EXPER IN MATH,M,5:00 p.m.-8:00 p.m.,"MIHAILA, C",RLM 5.114,waitlisted,54197
944,372K,M,PARTIAL DIFF EQUATN AND APPLIC,TTH,9:30 a.m.-11:00 a.m.,"VISHIK, M",RLM 5.126,waitlisted,54200
945,373K,M,ALGEBRAIC STRUCTURES I,TTH,9:30 a.m.-11:00 a.m.,,ECJ 1.314,waitlisted,54205
946,373L,M,ALGEBRAIC STRUCTURES II,TTH,2:00 p.m.-3:30 p.m.,"KEEL, S",RLM 11.176,open,54210
947,,,,,,,,,
948,374M,M,MATH MODELING IN SCI AND ENGR,MWF,10:00 a.m.-11:00 a.m.,"GONZALEZ, O",RLM 5.118,waitlisted,54215
949,175,M,CONFERENCE COURSE,,,,,open; restricted,54220
950,275,M,CONFERENCE COURSE,,,,,open; restricted,54225
951,375,M,CONFERENCE COURSE,,,,,open; restricted,54230
952,475,M,CONFERENCE COURSE,,,,,open; restricted,54235
953,375C,M,CONF COURSE (COMPUTER-ASSIST),,,,,open; restricted,54240
954,375T,M,FUNCTIONS AND MODELING,TTH,9:30 a.m.-11:00 a.m.,"DANIELS, M",PAI 4.08,closed,54245
955,375T,M,TPCS IN MATH: SYMMETRY-FRI,TTH,9:30 a.m.-11:00 a.m.,"DANIELS, M",RLM 6.112,open; restricted,54250
956,378K,M,INTRO TO MATHEMATCL STATISTICS,MWF,9:00 a.m.-10:00 a.m.,,RLM 5.104,closed,54255
957,378K,M,INTRO TO MATHEMATCL STATISTICS,MWF,12:00 p.m.-1:00 p.m.,,RLM 5.104,closed,54257
958,378N,M,GENERALIZED LINEAR MODELS,TTH,3:30 p.m.-5:00 p.m.,,RLM 5.126,open,54260
959,379H,M,HONORS TUTORIAL COURSE,,,,,open; restricted,54265
960,,,,,,,,,
961,310L,GOV,AMERICAN GOVERNMENT,TTH,8:00 a.m.-9:30 a.m.,"EPP, D",WAG 101,closed,38050
962,310L,GOV,AMERICAN GOVERNMENT,MWF,9:00 a.m.-10:00 a.m.,"MCDANIEL, E",WCH 1.120,closed,38055
963,310L,GOV,AMERICAN GOVERNMENT,TTH,9:30 a.m.-11:00 a.m.,"MCIVER, J",ART 1.102,closed,38060
964,310L,GOV,AMERICAN GOVERNMENT,MWF,11:00 a.m.-12:00 p.m.,"O'BRIEN, S", ,cancelled,38065
965,310L,GOV,AMERICAN GOVERNMENT,TTH,11:00 a.m.-12:30 p.m.,"PRINDLE, D",JES A121A,closed,38070
966,310L,GOV,AMERICAN GOVERNMENT,MWF,1:00 p.m.-2:00 p.m.,,WAG 214,closed,38075
967,310L,GOV,AMERICAN GOVERNMENT,MWF,2:00 p.m.-3:00 p.m.,,MEZ B0.306,closed,38080
968,310L,GOV,AMERICAN GOVERNMENT,MW,2:30 p.m.-4:00 p.m.,"THERIAULT, S", ,open,38085
969,310L,GOV,AMERICAN GOVERNMENT,TTH,8:00 a.m.-9:30 a.m.,,MEZ B0.306,open,38089
970,312L,GOV,ISS & POLICIES AMER GOV-UT/DC,,,"WERNER, T",,closed,38090
971,312L,GOV,ISS & POLICIES IN AMER GOV-HON,MWF,10:00 a.m.-11:00 a.m.,"WELLHAUSEN, R", ,cancelled,38095
972,312L,GOV,ISS & POLICIES IN AMER GOV-HON,TTH,12:30 p.m.-2:00 p.m.,"ROBERTS, B",UTC 3.120,open; restricted,38099
973,312L,GOV,ISSUES & POLICIES IN AMER GOV,TTH,8:00 a.m.-9:30 a.m.,,UTC 3.124,closed,38100
974,312L,GOV,ISSUES & POLICIES IN AMER GOV,MWF,9:00 a.m.-10:00 a.m.,,MEZ B0.306,closed,38105
975,312L,GOV,ISSUES & POLICIES IN AMER GOV,MWF,10:00 a.m.-11:00 a.m.,,CAL 100,closed,38110
976,312L,GOV,ISSUES & POLICIES IN AMER GOV,MWF,11:00 a.m.-12:00 p.m.,,MEZ B0.306,closed,38115
977,312L,GOV,ISSUES & POLICIES IN AMER GOV,MWF,12:00 p.m.-1:00 p.m.,"STAUFFER, D",CLA 0.102,closed,38120
978,312L,GOV,ISSUES & POLICIES IN AMER GOV,MWF,1:00 p.m.-2:00 p.m.,"WEYLAND, K",JES A121A,open,38125
979,312L,GOV,ISSUES & POLICIES IN AMER GOV,MW,2:30 p.m.-4:00 p.m.,"BARANY, Z",MEZ 1.306,closed,38130
980,312L,GOV,ISSUES & POLICIES IN AMER GOV,MW,3:00 p.m.-4:30 p.m.,"ENELOW, J",CLA 0.112,closed,38135
981,312L,GOV,ISSUES & POLICIES IN AMER GOV,TTH,12:30 p.m.-2:00 p.m.,"MOSER, R", ,open,38140
982,312P,GOV,CONSTITUTNL PRINS: CORE TEXTS,MWF,10:00 a.m.-11:00 a.m.,"BELL, T",WAG 308,open; restricted,38145
983,312P,GOV,CONSTITUTNL PRINS: CORE TEXTS,MWF,2:00 p.m.-3:00 p.m.,"ARELLANO, A",MEZ 1.202,open; restricted,38150
984,312P,GOV,CONSTITUTNL PRINS: CORE TEXTS,TTH,3:30 p.m.-5:00 p.m.,"TULIS, J",CLA 0.120,open; restricted,38155
985,314,GOV,3-MID EAST: ADJ/CHG MDRN TIME,MWF,12:00 p.m.-1:00 p.m.,"AHMADI, S",MEZ B0.306,closed,38160
986,314,GOV,6-COMPETING VISIONS GOOD LIFE,TTH,3:30 p.m.-5:00 p.m.,"ABRAMSON, J",MEZ 1.102,closed,38165
987,314,GOV,10-CLASSICS OF SOCL/POLIT THOU,MWF,10:00 a.m.-11:00 a.m.,"DEMPSEY, E",WAG 208,closed,38170
988,314,GOV,10-CLASSICS OF SOCL/POLIT THOU,TTH,11:00 a.m.-12:30 p.m.,"SIDDIQI, A",BEN 1.124,closed,38175
989,314,GOV,10-CLASSICS OF SOCL/POLIT THOU,MWF,1:00 p.m.-2:00 p.m.,"DEMPSEY, E",GAR 0.128,closed,38180
990,314,GOV,10-CLASSICS OF SOCL/POLIT THOU,TTH,3:30 p.m.-5:00 p.m.,"WENSVEEN, J",MEZ 1.210,closed,38185
991,,,,,,,,,
992,314,GOV,11-INTRO TO POLITICS IN E ASIA,MW,1:00 p.m.-2:30 p.m.,"MACLACHLAN, P",SZB 296,open,38190
993,,,,,,,,,
994,324J,GOV,GOVS/POLIT OF EASTERN EUROPE,TTH,8:00 a.m.-9:30 a.m.,"LIU, A",PAR 1,open; restricted,38195
